Queens Rolling Sales File.  All Sales From February 2016 - January 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/26/2016,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,3059, ,R3,69-25 242ND   STREET,59,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $540,000 ",9/14/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4048, ,R3,65-03 242ND   STREET,2B,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $430,000 ",12/9/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4076, ,R3,65-19 242ND   STREET,8A,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,10/13/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4129, ,R3,66-21 242ND   STREET,18D,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $305,000 ",8/19/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4216, ,R3,68-19 242ND STREET,36A,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $408,000 ",10/24/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4222, ,R3,68-21 242ND   STREET,37C,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,3/3/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4231, ,R3,69-03 242ND   STREET,39B,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $280,000 ",5/25/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4236, ,R3,69-05 242ND   STREET,40B,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $320,000 ",9/13/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8286,4238, ,R3,69-05 242ND STREET,40D,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $328,000 ",12/30/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8291,1002, ,R3,68-15 DOUGLASTON PARKWAY,2,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $917,000 ",5/31/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8291,1040, ,R3,240-24 68TH   AVENUE,40,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $880,000 ",5/10/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8292,1005, ,R3,240-15 70TH   AVENUE,5,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,4/20/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8292,1007, ,R3,240-19 70TH AVE,7,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,7/8/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8292,1008, ,R3,240-21 70TH   AVENUE,8,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,7/8/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8292,1017, ,R3,240-41 70TH   AVENUE,17,11362, 1 , -   , 1 , -   , -   ,1950,1,R3, $-   ,4/5/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8292,1040, ,R3,240-28 69TH   AVENUE,40,11362, 1 , -   , 1 , -   , -   ,1950,1,R3," $942,000 ",7/29/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1005, ,R3,239-42 OAK PARK DRIVE,3B,11362, 1 , -   , 1 , -   , -   ,1993,1,R3," $568,000 ",8/19/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1009, ,R3,239-46 OAK PARK DRIVE,6C,11362, 1 , -   , 1 , -   , -   ,1993,1,R3," $829,000 ",12/9/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1051, ,R3,240-32B OAK PARK DRIVE,32B,11362, 1 , -   , 1 , -   , -   ,1993,1,R3, $-   ,10/29/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1051, ,R3,240-32B OAK PARK DRIVE,32B,11362, 1 , -   , 1 , -   , -   ,1993,1,R3, $-   ,10/29/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1073, ,R3,241-45A OAK PARK DRIVE,46A,11362, 1 , -   , 1 , -   , -   ,1996,1,R3," $730,000 ",6/30/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1091, ,R3,241-07B OAK PARK DRIVE,57B,11362, 1 , -   , 1 , -   , -   ,1995,1,R3," $575,000 ",4/25/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1092, ,R3,241-09A OAK PARK DRIVE,59A,11362, 1 , -   , 1 , -   , -   ,1995,1,R3, $-   ,4/18/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1097, ,R3,241-13B OAK PARK DRIVE,61B,11362, 1 , -   , 1 , -   , -   ,1995,1,R3," $588,000 ",11/3/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1218, ,R3,241-82A OAK PARK DRIVE,89A,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $744,000 ",1/13/2017
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1221, ,R3,241-84 OAK PARK DRIVE,90B,11362, 1 , -   , 1 , -   , -   ,0,1,R3," $535,000 ",3/17/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1225, ,R3,241-88 OAK PARK DRIVE,92B,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,8/16/2016
4,DOUGLASTON,04 TAX CLASS 1 CONDOS                      ,1A,8310,1290, ,R3,241-73 OAK PARK DRIVE,130A,11362, 1 , -   , 1 , -   , -   ,0,1,R3, $-   ,5/10/2016
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8027,1, ,V0,31ST   AVENUE, ,0, -   , -   , -   ," 10,000 ", -   ,0,1,V0," $1,420,000 ",11/21/2016
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8036,71, ,V0,32ND   AVENUE, ,0, -   , -   , -   ," 4,000 ", -   ,0,1,V0, $-   ,11/8/2016
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8045,27, ,V0,N/A PARK LANE, ,11363, -   , -   , -   ," 4,000 ", -   ,0,1,V0, $-   ,9/29/2016
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8066,17, ,V0,N/A 38TH   AVENUE, ,11363, -   , -   , -   ," 2,560 ", -   ,0,1,V0, $-   ,5/2/2016
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8097,63, ,V0,240-38 LITTLE NECK ROAD, ,11363, -   , -   , -   ," 2,500 ", -   ,0,1,V0, $-   ,1/13/2017
4,DOUGLASTON,05 TAX CLASS 1 VACANT LAND                 ,1B,8189,19, ,V0,244TH   STREET, ,0, -   , -   , -   ," 4,400 ", -   ,0,1,V0, $-   ,8/10/2016
4,DOUGLASTON,07 RENTALS - WALKUP APARTMENTS             ,2A,8108,72, ,C3,43-18 ORIENT AVENUE, ,11363, 4 , -   , 4 ," 6,035 "," 4,180 ",1940,2,C3, $-   ,11/28/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8059,1, ,C6,"38-30 DOUGLASTON PKWY, D3", ,11363, -   , -   , -   , -   , -   ,1930,2,C6," $395,000 ",9/16/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8059,1, ,C6,"38-30 DOUGLASTON PARKWAY, D4", ,11363, -   , -   , -   , -   , -   ,1930,2,C6," $396,000 ",10/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8059,1, ,C6,"38-30 DOUGLASTON PARKWAY, 4A", ,11363, -   , -   , -   , -   , -   ,1930,2,C6," $280,000 ",11/15/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"5758 244 STREET, F-2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $245,000 ",5/26/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-65 61ST AVENUE, G12", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $270,000 ",8/10/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-50 HORACE HARDING EXPRE, A-4", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $152,000 ",8/3/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-56 HORACE HARDING EXPRE, F2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $229,000 ",8/18/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"57-26 244TH STREET, E8", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $174,000 ",11/3/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-57 61ST AVENUE, E9", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $181,000 ",11/22/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"57-16 244TH STREET, F5UPP", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $325,000 ",12/16/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"5756 244 STREET, LOWER", ,11362, -   , -   , -   , -   , -   ,1953,2,C6, $-   ,12/16/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-06 HORACE HARDING EXPRE, UPPER", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $230,000 ",12/21/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,2, ,C6,"242-45 61ST AVENUE, B1-5", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $257,500 ",11/28/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-40 57 DRIVE, B2-3", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $244,000 ",2/9/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-34 57TH DRIVE, C-5", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $259,000 ",4/11/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"244-01 61ST AVENUE, G-11", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $215,000 ",5/24/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"244-46 57TH DRIVE, F-2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $275,000 ",8/1/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-18 57TH DRIVE, E-6", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $168,000 ",8/8/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"244-11 61ST AVENUE, G-2L", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $280,000 ",9/22/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-26 57TH DRIVE, D1-2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $308,000 ",10/11/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-26 57TH DRIVE, D1-2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $305,000 ",11/16/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,10, ,C6,"246-22 57TH AVENUE, E-4L", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $195,000 ",1/23/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-07 246TH CRESCENT, E-1", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $152,500 ",4/19/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-65 246 CRESCENT, E-1", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $175,000 ",7/1/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"56-09 244 STREET, A-4", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $145,000 ",6/21/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-15 246TH CRESCENT, E4", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $153,000 ",7/11/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-29 246 CRESCENT, E-11U", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $187,500 ",8/2/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"246-61 57 DRIVE, F4", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $265,000 ",8/12/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"246-71 57TH DRIVE, B1-4", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $255,000 ",10/26/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"244-20 HORACE HARDING EXPWY, F6 LO", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $217,000 ",11/18/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"5753 246 CRESCENT, C-7L", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $310,000 ",12/5/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"56-17 244 STREET, D2-6", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $253,182 ",12/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"24667 57TH DRIVE, B2-2", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $215,000 ",11/1/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-49 246TH CRESCENT, A-6", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $145,000 ",12/23/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"58-37 246TH CRESCENT, F15", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $275,000 ",12/15/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"246-65 57TH DRIVE, B1-LO", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $293,800 ",1/19/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"57-69 246 CRESCENT, A-3", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $180,000 ",1/30/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,20, ,C6,"58-51 246 CRESCENT, C-2 U", ,11362, -   , -   , -   , -   , -   ,1952,2,C6," $247,000 ",1/30/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"58-56 246TH CRESCENT, F-4", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $225,000 ",5/10/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"58-50 246 CRESCENT, C-7", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $263,750 ",7/28/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"5716 246 CRESCENT, D2-4", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $312,500 ",7/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"57-16 246TH CRESCENT, E-10", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $182,000 ",8/11/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"246-41 57TH DRIVE, D1-13", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $325,000 ",12/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8276,30, ,C6,"57-52 246 CRESCENT, E-6", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $186,000 ",1/11/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-11 62ND AVENUE, E6", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $153,500 ",4/11/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-17 62ND AVENUE, F-8 U", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $192,000 ",4/26/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-01 62ND   AVENUE, E3", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $140,000 ",8/24/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-39 62ND AVENUE, F-1", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $279,000 ",9/13/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-75 62ND AVENUE, F-1", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $230,000 ",11/18/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-05 62 AVE, E2", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $179,000 ",12/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-75 62ND AVENUE, F-1", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $300,000 ",1/9/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"245-17 62ND AVENUE, F-8", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $305,000 ",1/13/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8305,10, ,C6,"61-07 245TH PLACE, A-4", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $169,000 ",1/9/2017
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8306,4, ,C6,"61-22 245TH PLACE, F-4 L", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $275,000 ",5/27/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8306,4, ,C6,"245-56 62ND AVENUE, E7", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $170,000 ",6/6/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8306,4, ,C6,"245-78 62ND AVENUE, A-4", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $181,500 ",8/10/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8306,4, ,C6,"245-22 62ND AVENUE, G-8", ,11362, -   , -   , -   , -   , -   ,1953,2,C6," $280,000 ",12/14/2016
4,DOUGLASTON,09 COOPS - WALKUP APARTMENTS               ,2,8306,4, ,C6,"61-06 245TH PLACE, 93", ,11362, -   , -   , -   , -   , -   ,1953,2,C6, $-   ,10/23/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"4420 DOUGLASTON PARKWAY, 1-AG", ,11363, -   , -   , -   , -   , -   ,1963,2,D4," $529,490 ",7/18/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"44-20 DOUGLASTON PARKWAY, 3A", ,11363, -   , -   , -   , -   , -   ,1963,2,D4," $215,000 ",9/1/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"44-20 DOUGLASTON PARKWAY, 7E", ,11363, -   , -   , -   , -   , -   ,1963,2,D4, $-   ,8/12/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"44-20 DOUGLASTON PARKWAY, 3G", ,11363, -   , -   , -   , -   , -   ,1963,2,D4," $194,500 ",9/30/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"44-20 DOUGLASTON PARKWAY, 6A", ,11363, -   , -   , -   , -   , -   ,1963,2,D4," $220,000 ",11/16/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8092,28, ,D4,"44-20 DOUGLASTON PARKWAY, 4D", ,11363, -   , -   , -   , -   , -   ,1963,2,D4," $145,000 ",12/14/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 41", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $380,000 ",3/10/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 7G", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $340,000 ",4/5/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 2G", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $260,000 ",6/2/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 5E", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $249,000 ",7/26/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 2H", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $215,000 ",12/15/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 4A", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $470,000 ",12/19/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8100,2, ,D4,"42-30 DOUGLASTON PARKWAY, 5L", ,11363, -   , -   , -   , -   , -   ,1964,2,D4," $390,000 ",1/6/2017
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8107,24, ,D4,"43-25 DOUGLASTON PARKWAY, 5B", ,11363, -   , -   , -   , -   , -   ,1961,2,D4, $-   ,2/3/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8107,24, ,D4,"43-25 DOUGLASTON PARKWAY, 5E", ,11363, -   , -   , -   , -   , -   ,1961,2,D4," $110,000 ",3/24/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8107,24, ,D4,"43-25 DOUGLASTON PARKWAY, 2A", ,11363, -   , -   , -   , -   , -   ,1961,2,D4," $215,000 ",11/22/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8107,24, ,D4,"43-25 DOUGLASTON PARKWAY, 5F", ,11363, -   , -   , -   , -   , -   ,1961,2,D4," $307,000 ",11/17/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8107,24, ,D4,"43-25 DOUGLASTON PKWY, 4F", ,11363, -   , -   , -   , -   , -   ,1961,2,D4," $200,000 ",11/29/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BLVD., 1J", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $180,000 ",2/17/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BOULEVARD, 1C", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $285,000 ",3/15/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BOULEVARD, 3J", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $191,000 ",10/31/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BOULEVARD, 3P", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $203,000 ",12/20/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BLVD, 4M", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $250,000 ",11/29/2016
4,DOUGLASTON,10 COOPS - ELEVATOR APARTMENTS             ,2,8178,8, ,D4,"241-20 NORTHERN BOULEVARD, 2J", ,11362, -   , -   , -   , -   , -   ,1964,2,D4," $250,000 ",1/26/2017
4,DOUGLASTON,41 TAX CLASS 4 - OTHER                     ,4,8111,8, ,Z9,44-27 DOUGLASTON PARKWAY, ,11363, -   , 1 , 1 ," 2,583 "," 1,260 ",1925,4,Z9," $900,000 ",8/25/2016
4,DOUGLASTON,44 CONDO PARKING                           ,4,8286,4002, ,RG,65-03 242ND   STREET,GAR2,11362, -   , -   , 1 , -   , -   ,0,4,RG, $-   ,12/9/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1089,22, ,A2,23-36 96TH STREET, ,11369, 1 , -   , 1 ," 3,800 "," 1,182 ",1940,1,A2," $670,000 ",3/29/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1089,66, ,A5,23-19 95TH   STREET, ,11369, 1 , -   , 1 ," 1,805 "," 1,216 ",1950,1,A5," $570,000 ",1/10/2017
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1090,41, ,A1,9607 24TH AVENUE, ,11369, 1 , -   , 1 ," 3,000 "," 1,422 ",1925,1,A1," $508,000 ",6/2/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1091,53, ,A2,23-47 97TH STREET, ,11369, 1 , -   , 1 ," 3,900 ", 825 ,1925,1,A2," $500,000 ",5/18/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1092,38, ,A9,98-15 24TH   AVENUE, ,11369, 1 , -   , 1 ," 2,600 "," 1,056 ",1965,1,A9," $300,000 ",10/28/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1092,38, ,A9,98-15 24TH   AVENUE, ,11369, 1 , -   , 1 ," 2,600 "," 1,056 ",1965,1,A9," $60,000 ",10/25/2016
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS                    ,1,1093,47, ,A9,23-57 99TH   STREET, ,11369, 1 , -   , 1 ," 2,915 "," 1,224 ",1955,1,A9," $449,396 ",7/1/2016
